Company Name,Tags,Phone,Address
永盛牆紙有限公司,牆紙─零售, 2398 0899,旺角 快富街7D
烜輝牆紙地毯公司,牆紙─零售, 2519 0278,灣仔 
雅迪地氈公司,牆紙─零售, 2474 7769,元朗 安景樓
優美布藝牆紙裝飾公司,牆紙─零售, 2549 5588,葵涌 和豐工業中心
牆紙特區,牆紙─零售, 2749 0211,旺角 黃金大廈
和迪裝飾材料有限公司,牆紙─零售, 2527 0008,灣仔 北海中心
盈都裝飾牆紙公司,牆紙─零售, 2191 6938,旺角 利發大樓
美居裝飾材料公司,牆紙─零售, 2711 3363,何文田 怡安閣
家宜牆紙公司,牆紙─零售, 2380 0693,旺角 金山商業大廈
億達時亞洲有限公司,"ETC,戲院及舞台燈光設備及用品,億達時", 2799 1220,九龍灣 常悅道9號企業廣場一期一座18樓1801室
興明亞洲工程有限公司,"音響設備工程,戲院及舞台工程,戲院及舞台燈光設備及用品,音響", 2323 2688,九龍灣 展貿徑1號國際展貿中心12樓1217室
Jade Stage Production Ltd,戲院及舞台燈光設備及用品, 2758 3500,"Wing Hin Fty Bldg, San Po Kong"
明仕行,戲院及舞台燈光設備及用品, 2368 1797,尖沙咀東 好時中心
Fu Wah Engrg Co,霓虹招牌, 2394 2636,旺角 36 Ki Lung St
Po Wah Neon Light Co,霓虹招牌, 2391 9511,"Fuk Keung Ind Bldg, Mong Kok"
Wing Fai Advtg Production Co Ltd,霓虹招牌, 2951 0078,"Mai Tak Ind Bldg, Kwun Tong"
大利光管有限公司,霓虹招牌, 2646 5161,沙田 沙田工業中心
寶華霓虹光管公司,霓虹招牌, 2398 0069,大角咀 唐美大廈
Tai Fong Neon Light Co,霓虹招牌, 2572 1678,"67 Wan Chai Rd, Wan Chai"
大昌霓虹光管公司,霓虹招牌, 2789 4400,旺角 利安大樓
明華光管有限公司,霓虹招牌, 2527 9827,灣仔 長康大廈
南華霓虹燈電器廠有限公司,霓虹招牌, 2423 5181,葵涌 任合興工業大廈
德成光管公司,霓虹招牌, 2524 1270,屯門 興泰樓
中華鋁窗,"鋁,鋁窗工程,Aluminium Windows,Mosquito Gauze,玻璃門", 2699 0277,沙田 大圍積存街32號地下
Chong Luen Stainless Decoration Engrg Co,鋼鐵門閘, 2674 6555,"Man Tak Lau, Yuen Long"
Choi Hung Roller Gate & Blacksmith Fty Ltd,鋼鐵門閘, 2742 2841,"Kwai Shing Ind Bldg, Kwai Chung"
Hang Wai Steel Door Co,鋼鐵門閘, 2389 0818,土瓜灣 46 Pau Chung St
日本鋼閘有限公司,鋼鐵門閘, 2395 2361,旺角 嘉富大廈
鴻利工程有限公司,"室內裝修及設計,室內裝修,燈光配備及系統", 2391 3290,大角咀 洋松街88號科興中心10樓1001室
Artemide Ltd,"傢俬─零售,燈光配備及系統,燈光裝置─配件及用品,燈光裝置顧問", 2523 0333,中區 律敦治中心
Pizza Light Ltd,"燈光配備及系統,led lighting,LED,LED吊燈,LED招牌,led燈", 3622 2311,新蒲崗 六合街25-27號嘉時工廠大廈2樓A2室
Dms Technology Ltd,燈光配備及系統, 2481 6318,"86 Kwai Cheong Rd, Kwai Chung"
佑昌燈光器材有限公司,燈光配備及系統, 2511 0022,灣仔 會展廣場
偉澳照明實業有限公司,燈光配備及系統, 2310 9010,長沙灣 鴻昌工廠大廈
雅柏斯照明(亞洲)有限公司,燈光配備及系統, 2515 3369,柴灣 志榮昌工業大廈
雷士照明控股有限公司,燈光配備及系統, (86752) 278-6666,灣仔 皇后大道東1號太古廣場3座28樓
精美燈飾電業公司,燈光配備及系統, 2374 0795,旺角 
曉活有限公司,燈光配備及系統, 2873 3887,尖沙咀 星光行
藍鼎國際發展有限公司,燈光配備及系統, 3622 5777,中區 金融街8號國際金融中心2期58樓5801-5804室
D T S Illuminazione Asia Ltd,燈光配備及系統, 3113 4101,"Harbour Ind Centre, Aberdeen"
Led Illumination Ltd,燈光配備及系統, 3173 2468,"Kwai Shing Ind Bldg, Kwai Chung"
MJR Trdg Ltd,網上商店, 2521 7128,"Lam's Bldg, Sheung Wan"
Yoox Asia Ltd,網上商店, 2463 2698,灣仔 28 Hennessy Rd
優由網策劃有限公司,網上商店, 2698 6600,沙田 華衛工貿中心
Candle Co Ltd The,禮品店, 2545 0099,"11 Lyndhurst Ter, Sheung Wan"
China Arts & Gift Centre,禮品店, 2723 4183,"9 Lock Rd, Tsim Sha Tsui"
Fancy Gems,禮品店, 2316 2953,"Far East Mans, Tsim Sha Tsui"
Rba Co,禮品店, 2857 6108,"Mandarin Bldg, Sheung Wan"
Reliable Prods Supply,禮品店, 2384 8023,"Lai Sun Yuen Long Centre, Yuen Long"
Sanrio Kids,禮品店, 2894 8199,紅磡 黃埔花園聚寶坊商場地庫一層B41A號舖
妙思工作坊,禮品店, 2792 7177,西貢 西貢大廈
皇家雪蘭莪(香港)有限公司 ,禮品店, 2994 9688,中區 太子大廈
砌圖專門店,禮品店, 2412 4118,荃灣 荃新天地
香港免稅店有限公司,禮品店, 2730 7345,尖沙咀 新港中心
麥迪奧派對用品專門店有限公司,禮品店, 2342 8361,銅鑼灣 順禧銅鑼灣中心
漢禮國際有限公司,禮品店, 2596 0383,灣仔 289 Hennessy Rd
凝力有限公司,禮品店, 2959 0188,長沙灣 嘉圖工廠大廈
達明牆紙有限公司,牆紙─批發及製造, 2893 2337,灣仔 群策大廈
More Keen Wallpaper Ltd,牆紙─批發及製造, 2787 7633,"Cheong Fu Mans, Mong Kok"
Wallmark Gallery Ltd,牆紙─批發及製造, 2877 1161,"Kingswell Coml Tower, Wan Chai"
宏歷香港有限公司,牆紙─批發及製造, 2520 8200,灣仔 宜發大廈
APM,購物中心, 2267 0500,觀塘 觀塘道418號
Tangs Dept Stores Ltd,購物中心, 2525 8211,"Chekiang First Bank Centre, Central District"
九龍城廣場,購物中心, 2718 6320,九龍城 賈炳達道128號
人和商業控股有限公司,購物中心, (8621) 5764-4948,灣仔 謝斐道391-407號新時代中心12樓
又一城購物商場,購物中心, 2844 2223 ,九龍塘 達之路80號
中港城,購物中心, 3119 0288,尖沙咀 廣東道33號(客戶服務中心)
太古廣場購物商場,購物中心, 2844 8900,金鐘 金鐘道88號
君薈坊,購物中心, 2132 9222 ,將軍澳 唐俊街9號(港鐵將軍澳站)
青衣城商場,購物中心, 2186 7284,青衣 青敬路33號
活方商場,購物中心, 2301 1361,尖沙咀 彌敦道36-44號
悅來坊商場,購物中心, 3114 0000,荃灣 荃華街3號
海悅豪園購物商場,購物中心, 3977 4729,將軍澳 培成路18號
city'super,超級市場, 2956 2668,尖沙咀 廣東道7號海港城九倉電訊中心8樓(辦公室總部)
CookedDeli,超級市場, 2956 2668,尖沙咀 廣東道七號海港城九倉電訊中心八樓
Express便利佳,超級市場, 2606 8658,顧客服務部
Fusion by ParknShop,超級市場, 2606 8658,顧客服務部
International by ParknShop,超級市場, 2606 8658,顧客服務部
LOG-ON,超級市場, 2956 2668,尖沙咀 廣東道7號海港城九倉電訊中心8樓(辦公室總部)
PIAGO,超級市場, 2997 2848,九龍灣 德福廣場2期401至402舖及501至502舖
Sun Hing Supermarket,超級市場, 2474 8636,"Shung Ching San Tsuen, Yuen Long"
TASTE,超級市場, 2606 8658,顧客服務部
Wal-Mart Asia Pte Ltd,超級市場, 3966 8900,"100 Queen's Rd C, Central District"
大昌食品市場,超級市場, 2216 8068,九龍灣 啟祥道大昌行集團大廈20號7樓
Magic Art Servs,魔術, 2353 1132,"Tsing King Rd, Tsing Yi"
魔術演藝中心,魔術, 2495 7826,青衣 大王下村8
Abana Bridal Boutique Ltd,時裝店, 2854 3080,"135 Bonham Strand Trade Centre, Sheung Wan"
Agnes B HK Ltd,時裝店, 2316 2929,筲箕灣 Cityplaza Taikoo Shing
Alice Fashion,時裝店, 2894 9938,"Fortuna Bldg, Central District"
Am Fashion,時裝店, 2427 2918,"Nan Fung Centre, Tsuen Wan"
Amour Autour At C Liniris,時裝店, 2481 8113,"Tai Po Plaza Coml Complex, Tai Po"
Angel,時裝店, 2869 7393,"Melbourne Plaza, Central District"
Anor Boutique,時裝店, 2569 5039,九龍城 2 Lion Rock Rd
Azure Co,時裝店, 2882 7377,"Apple Mall, Causeway Bay"
Bauhaus Holdings Ltd,時裝店, 2610 2442,"Metroplaza, Kwai Chung"
Bauhaus Mgt Ltd,時裝店, 2753 8802,"Sino Ind Plaza, Kowloon Bay"
Big Tank Co,時裝店, 2448 8213,"Yee Tak Fty Bldg, Cheung Sha Wan"
Body Style Co Ltd,時裝店, 2111 8833,"47 Sharp St E, Wan Chai"
Celine (HK) Ltd,時裝店, 2525 1281,Central District
金馬錄影服務公司,"錄影服務,錄影製作", 2369 0830,油麻地 彌敦道385號平安大廈4字5樓9室
Gain Production,錄影製作, 2314 3500,"Kam Wong Bldg, Mong Kok"
LHK Media HK Ltd,錄影製作, 2528 5235,新蒲崗 Winning Centre
中國新電信集團有限公司,錄影製作, 2751 3388,將軍澳 將軍澳工業村駿才街28號美亞集團中心3樓
天邦數碼有限公司,錄影製作, 2979 5838,觀塘 華基中心
永卓製作有限公司,娛樂事業, 2388 6515,土瓜灣 落山道108號志昌工業大廈3樓A室
好合拍製作有限公司,錄影製作, 2515 6888,觀塘 天星中心
新一頁傳訊有限公司,錄影製作, 2380 3377,觀塘 鴻圖道1
製作組有限公司,錄影製作, 2893 4732,灣仔 新軒尼詩大廈
Apax Productions,錄影製作, 2882 9612,"52 King's Rd, North Point"
Fatballslim Productions,錄影製作, 3590 5779,"Kwun Tong Ind Centre, Kwun Tong"
Li Siu On,錄影製作, 2896 6775,"Park Royale, Yuen Long"
Masterprint Production,錄影製作, 3529 2873,"Kwun Tong Ind Centre, Kwun Tong"
智富圖數碼科技攝影有限公司,"攝影─商業,攝影室,Photographers,wedding photos,婚紗攝影", 2525 5088,北角 屈臣道4-6號海景大廈B座1311室
Aloft Studio攝影,"攝影室,photo,photographer,studio,產品攝影,攝影,攝影公司,攝影服務", 2851 8778,上環 永樂街239-241號兆豐行大廈9樓902室
I Photo Studio Production Ltd,"攝影室,Executive Photo,ID Photo,見工相,面試相,家庭攝影,畢業相", 3481 1148,銅鑼灣 謝斐道496號金利文廣場16樓1601室
Patrick Photography,"攝影室,overseas wedding,wedding photo,wedding", 3567 9845,觀塘 駿業街44號航空科技大廈1樓108室
AJL Photography Ltd,攝影室, 2557 3389,"Gee Wing Chang Ind Bldg, Chai Wan"
Amazing Grace Productions Ltd,攝影室, 2701 8821,"Mai Luen Ind Bldg, Kwai Chung"
Oasis Salon Ltd,攝影室, 2868 6973,"Sheung Wan, Sheung Wan"
Shabby Chic Studio,攝影室, 2877 2261,"Kin Luen Fty Bldg, Tai Kok Tsui"
Victor Hung Studio,攝影室, 2328 0390,"Gee Wing Chang Ind Bldg, Chai Wan"
Vita Pixel,攝影室, 2739 1219,九龍灣 Billion Centre
Y K C Design & Production,攝影室, 3525 0702,上環 Bonham Coml Centre
Yang Jin Lin New Media Holdings Ltd,攝影室, 2283 6000,"Fo Tan Ind Centre, Sha Tin"
龍匯國際遊客服務中心,賓館, 2367 7071,尖沙咀 重慶大廈
理想.8酒店,"賓館,Hotel,motel,Villa,旅館,時鐘,時鐘酒店,酒店,賓館", 2311 1970,佐敦 佐敦道德興街9-10號地下及1樓
AINN ,賓館, 2787 5934,旺角 亞皆老街83號先施大廈13樓1304室
AINN2 ,賓館, 2787 5934,旺角 亞皆老街83號先施大廈15樓1517室
Ajit Guest House,賓館, 2739 0171,尖沙咀 彌敦道58號美麗都大廈F座12樓F3室
Angel Guest House,賓館, 9232 3231,尖沙咀 彌敦道40號重慶大廈C座6樓C2室
Ashoka Hostel,賓館, 2311 2170,尖沙咀 彌敦道40號重慶大廈A座13樓A4室
At The Eden ,賓館, 2850 6289,中區 威靈頓街144-148號1-2樓
Australian Guest House,賓館, 2721 2900,尖沙咀 彌敦道40號重慶大廈D座16樓D7室
Budget Hostel Hong Kong,賓館, 2730 1113,尖沙咀 彌敦道40號重慶大廈D座10樓3室
By The Park ,賓館, 2838 1109,灣仔 灣仔道141-143號2-3字樓
C & C Motel,賓館, 2311 4955,尖沙咀 加拿分道4B-6H號集友大廈B座2樓2及3室
C2 Hotel,賓館, 9832 4807,旺角 大南街57-59號地下(部分)至4字樓
Assaf黎巴嫩菜,黎巴嫩菜, 2851 6550,中區 擺花街37B 號地下
Beirut Restaurant,黎巴嫩菜, 2804 6611,中區 蘭桂坊德己立街27-39號榮華大廈A店
Marouche,黎巴嫩菜, 2541 8282,中區 閣麟街
Sumac,黎巴嫩菜, 2147 9191,中區 己連拿利8號地下
貝魯特,黎巴嫩菜, 2854 1872,中區 擺花街39號地下A舖
Castelo Investments Ltd,薄餅餐廳, 2792 0513,"1 Po Tung Rd, Sai Kung"
Fine Power Ltd,薄餅餐廳, 2466 6600,"Shan King Est Coml Complex, Tuen Mun"
PHD HK Mgt Ltd,薄餅餐廳, 2975 9011,"Hing Hon Bldg, Mid-levels"
PizzaExpress,薄餅餐廳, 2123 1083,香港仔 黃竹坑道40號貴寶工業大廈4樓C室
BACI,"意大利菜,薄餅餐廳", 2801 5885,"中區 蘭桂芳 1號 , 2樓"
Cheese Pizza Asia Ltd,薄餅餐廳, 2468 2880,"Wo Che Coml Complex, Sha Tin"
Cheese Pizza Catering Serv Ltd,薄餅餐廳, 2598 5222,"Harbour Centre, Wan Chai"
Dai Lo Foo (Holdiness) Ltd,薄餅餐廳, 2721 4299,"Metropole Bldg, Tsim Sha Tsui"
La Pizzeria,薄餅餐廳, 2984 8933,"Grandview Mans, Mui Wo"
Paisano's,薄餅餐廳, 2792 3035,"Sai Kung Bldg, Sai Kung"
Paisanos Group Ltd,薄餅餐廳, 2544 4445,"Amber Lodge, Central District"
Pizza Bird (HK) Ltd,薄餅餐廳, 2904 8644,"273 Shau Kei Wan Rd, Shau Kei Wan"
Pizza Milano Co,薄餅餐廳, 2581 3848,"Cheung Hing Coml Bldg, Central District"
Hing Fat Electrical Lighting Co Ltd,燈光裝置─配件及用品, 2806 1303,"Kodak Hse, North Point"
特豐國際有限公司,燈光裝置─配件及用品, 2394 4003,粉嶺 樂業路31
歷程照明有限公司,燈光裝置─配件及用品, 2898 9023,柴灣 康民工業中心
Kindwin Opto Electronic (HK) Ltd,燈光裝置─配件及用品, 2413 1786,"Goldfield Ind Centre, Sha Tin"
Po Wah Plastic Fty Ltd,燈光裝置─配件及用品, 2463 7887,"Hang Wai Ind Centre, Tuen Mun"
日成電業有限公司,燈光裝置─配件及用品, 2110 0688,旺角 
朗日工程照明公司,燈光裝置─配件及用品, 2466 2283,屯門 開泰工廠大廈
電燈熱流有限公司,燈光裝置─配件及用品, 2687 6107,沙田 仁興中心
勵國實業有限公司 ,燈光裝置─配件及用品, 2357 1271,觀塘 京貿中心
Bonheur,法國菜, 2544 6333,上環 文咸東街22-26號柏廷坊6樓
CafeLandmark餐廳,歐陸菜, 2526 4200,中區 置地廣場
City Art Restaurant + Grill,歐陸菜, 2694 3968,"Royal Park Hotel, 8 Pak Hok Ting Street, Sha Tin"
Euro Go Go,歐陸菜, 2412 1388,荃灣 青山公路398號愉景新城購物商場1樓63-64號舖
Euro Go Go,歐陸菜, 2428 1168 ,葵涌 興芳路223新都會廣場1樓109號舖
Euro Go Go Ltd,歐陸菜, 2151 1190,觀塘 Wing Hing Ind Bldg
Watermark Restaurant,歐陸菜, 2167 7251,"Central Pier 7, Star Ferry, Central District"
雅梵妮餐廳,歐陸菜, 2315 1118,尖沙咀 彌敦道50
懷歐聚,歐陸菜, 2521 3838 Ext. 8240,金鐘 香港金鐘金鐘道88號太古廣場港麗酒店8樓
Bahce Turkish Rest,歐洲菜, 2984 0222,"Mui Wo Centre, Mui Wo"
雅士餐廳,歐洲菜, 2513 1866,筲箕灣 景輝大廈
藝穗會餐廳,"地中海菜,歐洲菜", 2877 4000,中區 中環下亞厘畢道2號
露台餐廳,歐洲菜, 2812 2722,淺水灣 淺水灣道109號淺水灣影灣園商場一樓
Cafe Gray Deluxe,歐洲菜, 3968 1106,金鐘 金鐘道88號太古廣場奕居49樓
Dap JP Wine Dine,"酒吧,歐洲菜", 2572 3228,"23/F, QRE Plaza, 202 Queen's Road East, Wan Chai"
Felix,歐洲菜, 2696 6778,尖沙咀 梳士巴利道半島酒店28樓
Frites Central Ltd,歐洲菜, 2217 6671,"198 Wellington St, Central District"
Frites Quarry Bay Ltd,歐洲菜, 2250 5188,"Oxford Hse, Quarry Bay"
Frites Wan Chai North Ltd,歐洲菜, 2877 2422,"Causeway Centre, Wan Chai"
Salted Pig The,歐洲菜, 2367 0990,"1 Knutsford Ter, Tsim Sha Tsui"
Scirocco,"地中海菜,歐洲菜", 2973 6605,"1/F, 10-12 Staunton Street, Soho, Central District"
Tin Tin Corp Ltd,歐洲菜, 2813 9055,"64 Stanley Main St, Stanley"
Das Bier,德國菜, 2219 9705,"6 Pok Man St, Tai Kok Tsui"
Das Bier HK Ltd,德國菜, 2478 0499,"Blossom Gdn Shopping Arc, Tuen Mun"
Das Bier TP Ltd,德國菜, 2321 3138,"The Latitude, San Po Kong"
Berliner,德國菜, 2972 0078,Mong Kok
Biergarten,德國菜, 2721 2302,尖沙咀 河內道8號東銘商業大廈地下
Biergarten Fass,德國菜, 2311 1906,尖沙咀 河內道5號普基商業中心地庫
Bit Point Co Ltd,德國菜, 2523 7436,中區 蘭桂坊德己立街31號地下
King Ludwig Beerhall,德國菜, 2899 0122,"Murray Hse, Stanley"
King Ludwig German Rest,德國菜, 2556 7011,"Greenfield Mans, Causeway Bay"
Oma's Kitchen,德國菜, 3446 1116,馬灣 珀麗灣沙灘商場1樓
Schnurrbart,德國菜, 2366 2986,尖沙咀 寶勒巷9號
Schnurrbart German Pub and Restaurant,德國菜, 2523 4700,中區 蘭桂坊德己立街29號地下
派格餐廳,德國菜, 2388 5408,旺角 花園街76A號3樓
360森林燒烤餐廳,葡國菜, 2109 4360,東涌 達東路花園地下
Alberto's Petiscos Bar & Grill,葡國菜, 2520 0045,灣仔 皇后大道東202號QRE Plaza 5樓
Casa Lisboa Portuguese Restaurant & Bar,葡國菜, 2905 1168,中區 蘭桂坊德己立街55號LKF Tower 8樓
Nino's Cozinha,葡國菜, 2866 1868,灣仔 皇后大道東202號QRE Plaza 5樓
三盞燈澳葡餐廳,葡國菜, 2379 9893,藍田 啟田商場209號舖
小飛象葡國餐廳,葡國菜, 2758 0869,九龍灣 宏照道38號Megabox5樓5號舖
葡泰郎特式美食餐廳,葡國菜, 2430 0218,屯門 湖翠路2號美樂花園地下43號舖
路邊餐廳,葡國菜, 2474 4468,元朗 又新村建業街41號地下
飽食飽,葡國菜, 3514 4544,旺角 上海街557號旺角熟食中心2樓12號舖
澳門荷蘭園茶餐廳,葡國菜, 2461 1120,屯門 石排頭路7號德雅工業中心A座B1舖
澳門翠苑茶餐廳,葡國菜, 3514 4348,旺角 上海街557號旺角熟食中心2樓8號舖
新鴻江工程有限公司,"消防設備工程,Fire Protection,fire,防火,防火設備,消防,消防工程", 2713 1138,土瓜灣 土瓜灣道94號美華工業中心B座12樓11室
威力消防工程公司,"消防設備工程,防火設備,消防工程,消防設備,滅火器材", 2332 5625,旺角 花園街1L-1R號鴻禧大廈1樓7室
三聯消防工程公司,"消防設備工程,消防工程,消防系統,消防承辦商,消防產品,滅火筒", 2667 7701,葵涌 梨木道32-50號金運工業大廈二期17樓D室
友聯消防安全有限公司,消防設備工程, 2787 2398,旺角 上海街446-448號富達商業大廈11樓A室
怡和機器有限公司 - 防盜及消防系統,"工程師,防盜警報系統,保安設備及系統,消防設備工程", 2807 4646,觀塘 偉業街223-231號宏利金融中心A座5樓
Aua Fire Trdg Engrg Co Ltd,消防設備工程, 2760 0207,"Tak Lee Ind Centre, Tuen Mun"
Fu Kin Technology (HK) Fire Protection Glass Devlpmnt Ltd,消防設備工程, 3106 2603,"139 Tai Nan St, Mong Kok"
Homewatch Ltd,消防設備工程, 2557 4186,"Cheung Tat Centre, Chai Wan"
Man Leong Fire Servs Ltd,消防設備工程, 2712 1522,"Wing Gar Fty Bldg, Tai Kok Tsui"
Sun's Fire Engrg Co Ltd,消防設備工程, 2786 2229,"Lai Bo Gdn Coml Complex, Cheung Sha Wan"
Cafe Loisl,奧地利菜, 9179 0209,上環 大安台8號A地下
Weinstube Ltd,奧地利菜, 2376 1800,尖沙咀 亞士厘道22號好利時大廈1樓
莫札特餐廳,奧地利菜, 2522 1763,中區 己連拿利8號
Baci Pizza,意大利菜, 2840 0153,"中區 蘭桂芳 1號 , 蘭桂芳 1號 1樓 1樓"
Cova Pasticceria & Confetteria,意大利菜, 2265 8678,"Festival Walk, Kowloon Tong"
David Pizza Ltd,意大利菜, 2988 8012,"Wong Nai Uk Tsuen, Tung Chung"
Gusto,意大利菜, 2147 3768,中區 干諾道中41號盈置大廈2樓201-203號舖
